Soru_ID,Baslik,Aciklama_No,Ornek_No,Ornek_Tipi,Senaryo,Soru,Kategori,Sik_Sayisi,A,B,C,D,Dogru_Sik,Dogru_Cevap,Dogru_Cevap_Gerekce,Kaynak_Yorum
25,"Madde 8 Oyun süresi, eşitlik ve uzatma",8-1,8-2,Örnek,"Madde 8 Oyun süresi, eşitlik ve uzatma | 8-1
Açıklama: Oyun arası şu durumlarda başlar: • Oyunun belirlenmiş başlama saatinden 20 dakika önce. • Oyun saati, çeyreğin ya da uzatmanın sonu için sesli işaret verdiğinde. • Arkalığın çevresi kırmızı ışıkla donatıldığında ışık, oyun saatinin sesli işaretinden öncelikli olacaktır.
Örnek 8-2: B1, A1 atış halindeyken, oyun saati çeyreğin sonu için sesli işaretini vermeden önce faul yapar. (a) Başarısız bir şut girişimi sırasında (b) Başarılı bir şut girişimi sırasında",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"B1'in faulünün oyun saatinin çeyreğin sonu için sesli işareti vermesinden önce yapılıp yapılmadığı konusunda hakemler hemen birbirlerine danışacaklardır. B1'in faulünün oyun saati sesli işaretini vermeden önce olduğuna karar verirlerse B1’e bir kişisel faul verilecektir ve; (a) A1, 2 serbest atış kullanacaktır (b) A1’in sayısı geçerli sayılacak. A1, 1 serbest atış kullanacaktır. Oyun saati faulün yapıldığı zamana kadar olan süreye ayarlanacaktır. Oyun herhangi bir son serbest atıştan sonra olduğu gibi devam edecektir. B1'in faulünün oyun saati sesli işaretini verdikten sonra olduğuna karar verirlerse faul dikkate alınmayacaktır. Şut girişimi başarılı olmuşsa sayı geçerli sayılmayacaktır. Eğer B1'in faulü sportmenlik dışı veya diskalifiye edici faul kriterlerini karşılıyorsa ve sonrasında bir çeyrek veya uzatma oynanacaksa B1'in faulü göz ardı edilmeyecek ve buna göre cezası bir sonraki çeyrek ya da uzatma başlamadan önce uygulanacaktır. Faul, bir sonraki çeyrekte B takımının takım faulleri olarak sayılacaktır."
26,"Madde 8 Oyun süresi, eşitlik ve uzatma",8-1,8-3,Örnek,"Madde 8 Oyun süresi, eşitlik ve uzatma | 8-1
Açıklama: Oyun arası şu durumlarda başlar: • Oyunun belirlenmiş başlama saatinden 20 dakika önce. • Oyun saati, çeyreğin ya da uzatmanın sonu için sesli işaret verdiğinde. • Arkalığın çevresi kırmızı ışıkla donatıldığında ışık, oyun saatinin sesli işaretinden öncelikli olacaktır.
Örnek 8-3: A1, 3 sayılık atış için bir şut girişiminde bulunur. Oyun saati oyunun sonu için sesli işaret verdiğinde top havadadır. Sesli işaretten sonra B1, hala havada olan A1'e bir faul yapar. Top sepetten içeri girer.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"A1'e 3 sayı verilecektir. B1'in A1'e yaptığı faul oyun süresinin bitiminden sonra meydana geldiği için, B1 tarafından yapılan faul sportmenlik dışı veya diskalifiye edici faul kriterlerini karşılamadığı sürece ve devamında başka bir çeyrek veya uzatma oynanmayacaksa dikkate alınmayacaktır."
27,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi",9-1,9-2,Örnek,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi | 9-1
Açıklama: Maç, her bir takımın oyun sahasında oynama hakkı bulunan en az 5 oyuncu ile oynamaya hazır olmadıkça başlamayacaktır.
Örnek 9-2: İkinci devrenin başında A takımının sakatlıklar, diskalifiyeler, vb. nedenlerle sahada oynamaya hazır 5 oyuncusu bulunamaz.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"En az 5 oyuncu olma zorunluluğu sadece oyunun başında geçerlidir, A takımı 5’ten daha az oyuncu ile oynamaya devam edebilir.","En az 5 oyuncu olma zorunluluğu sadece oyunun başında geçerli değildir, A takımı 5’ten daha az oyuncu ile oynamaya devam edebilir.",,,A,"En az 5 oyuncu olma zorunluluğu sadece oyunun başında geçerlidir, A takımı 5’ten daha az oyuncu ile oynamaya devam edebilir.",,"En az 5 oyuncu olma zorunluluğu sadece oyunun başında geçerlidir, A takımı 5’ten daha az oyuncu ile oynamaya devam edebilir."
28,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi",9-1,9-3,Örnek,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi | 9-1
Açıklama: Maç, her bir takımın oyun sahasında oynama hakkı bulunan en az 5 oyuncu ile oynamaya hazır olmadıkça başlamayacaktır.
Örnek 9-3: Oyunun sonuna doğru A1, beşinci faulünü alır ve oyunu terk eder. A takımının başka bir yedek oyuncusu olmadığından sadece 4 oyuncusu kalmıştır. B takımı büyük bir sayı farkıyla önde olduğundan B takımı başantrenörü adil oyun adına, 4 oyuncuyla oynayarak devam etmek için bir oyuncusunu çıkarmak ister.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,B takımı başantrenörünün 5’ten daha az oyuncuyla oynama isteği reddedilecektir. Bir takımın yeterli oyuncusu olduğu sürece sahada 5 oyuncusu olacaktır.,Yukarıdakilerin hiçbiri,,,A,B takımı başantrenörünün 5’ten daha az oyuncuyla oynama isteği reddedilecektir. Bir takımın yeterli oyuncusu olduğu sürece sahada 5 oyuncusu olacaktır.,,B takımı başantrenörünün 5’ten daha az oyuncuyla oynama isteği reddedilecektir. Bir takımın yeterli oyuncusu olduğu sürece sahada 5 oyuncusu olacaktır.
29,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi",9-4,9-5,Örnek,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi | 9-4
Açıklama: Madde 9, bir takımın hangi sepeti savunacağını ve hangi sepete hücum edeceğini açıklar. Herhangi bir çeyrek ya da uzatma başında, iki takım karıştırarak yanlış sepetlere hücum/savunma yaparlarsa, bu durum fark edildiğinde her iki takım dezavantajlı duruma düşürülmeden hemen düzeltilecektir. Oyun durmadan önceki sayılar, geçen süre, yapılan fauller, vb. geçerli olur.
Örnek 9-5: Oyun başladıktan sonra hakemler, takımların yanlış yöne doğru oynadıklarını fark ederler.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Oyun, herhangi bir takımı dezavantajlı duruma düşürmeden hemen durdurulacaktır. Takımlar oyunun yönünü düzelteceklerdir. Oyun, oyunun durdurduğu yere karşılık …",Yukarıdakilerin hiçbiri,,,A,"Oyun, herhangi bir takımı dezavantajlı duruma düşürmeden hemen durdurulacaktır. Takımlar oyunun yönünü düzelteceklerdir. Oyun, oyunun durdurduğu yere karşılık …",,"Oyun, herhangi bir takımı dezavantajlı duruma düşürmeden hemen durdurulacaktır. Takımlar oyunun yönünü düzelteceklerdir. Oyun, oyunun durdurduğu yere karşılık gelen yerin tam zıt tarafından devam edecektir."
30,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi",9-6,9-7,Örnek,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi | 9-6
Açıklama: Oyun, orta dairede yapılacak bir hava atışıyla başlayacaktır.
Örnek 9-7: Maç öncesi oyun arası sırasında A1’e bir teknik faul verilir. Maç başlamadan önce B takımı başantrenörü B6’nın 1 serbest atış atacağını belirtir ancak B6, takımın oyuna başlayacak 5 oyuncusundan birisi değildir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,İzin verilmez,izin verilir,,,A,İzin verilmez,,"Sadece B takımının oyuna başlayacak 5 oyuncusundan birisi, kimse dizilmeden serbest atışı kullanacaktır. Oyun saati başlamadan önce değişikliğe izin verilmez. Oyun bir hava atışı ile başlayacaktır."
31,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi",9-6,9-8,Örnek,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi | 9-6
Açıklama: Oyun, orta dairede yapılacak bir hava atışıyla başlayacaktır.
Örnek 9-8: Maç öncesi oyun arası sırasında A1, B1’e bir sportmenlik dışı faul yapar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,2 serbest atış,1 serbest atış,3 serbest atış,,A,2 serbest atış,,"Maç başlamadan önce, B1 kimse dizilmeden 2 serbest atış kullanacaktır. Eğer B1 oyuna başlayacak 5 oyuncudan birisi olarak belirtilmişse B1 sahada kalacaktır. Eğer B1 oyuna başlayacak 5 oyuncudan birisi olarak belirtilmemişse B1 sahada kalmayacaktır. Oyun bir hava atışı ile başlayacaktır."
32,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi",9-9,9-10,Örnek,"Madde 9 Bir çeyreğin, uzatmanın ya da oyunun başlaması ve sona ermesi | 9-9
Açıklama: Maçtan önceki oyun arası sırasında, oyuna başlayacak ilk 5 oyuncudan biri olarak belirlenen bir oyuncu oyuna başlayamaz veya oyuna başlama hakkını yitirirse başka bir oyuncu ile değiştirilecektir. Bu durumda rakipler isterlerse, oyuna başlayacak ilk 5 oyuncusundan bir oyuncuyu değiştirme hakkına sahiptir.
Örnek 9-10: A1, A takımının oyuna başlayacak ilk 5 oyuncusundan biridir. Maçtan 7 dakika önce, oyun arası sırasında; (a) A1 sakatlanır. (b) A1'e bir diskalifiye edici faul verilir",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,substitution,2,Oyuncu değişikliği yapılır,Oyuncu değişikliğine izin verilmez,,,A,Oyuncu değişikliği yapılır,,"Her iki durumda da A1, başka bir A takımı oyuncusu ile değiştirilecektir. Bu durumda B takımı isterse oyuna başlayacak ilk 5 oyuncusundan birini değiştirme hakkına sahiptir."
33,Madde 10 Topun statüsü,10-1,10-2,Örnek,"Madde 10 Topun statüsü | 10-1
Açıklama: Bir oyuncu atış halinde olduğunda ve savunma takımının bir oyuncusu şut girişimindeki oyuncunun devam eden hareketi başladıktan sonra herhangi bir rakibe bir faul yaptığında, atış halinde olan oyuncu devam eden hareketiyle şut girişimini tamamladığında top ölmez ve sayı olmuşsa geçerli sayılır. Bu açıklama, savunma takımının bir oyuncusuna veya takım sıra bölgesinde oturmaya izinli herhangi bir kişiye bir teknik faul verilmesinde de aynı şekilde geçerlidir.
Örnek 10-2: B2, A2’ye faul yaptığında A1 atış halindedir. A1, devam eden hareketiyle atışını tamamlar. (a) Bu, B takımının o çeyrekteki üçüncü takım faulüdür. (b) Bu, B takımının o çeyrekteki beşinci takım faulüdür.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,2 serbest atış,1 serbest atış,3 serbest atış,,A,2 serbest atış,,"Her iki durumda da A1’in atışı başarılı olursa sayı geçerli olacaktır. (a) Oyun, B2 tarafından yapılan faulün meydana geldiği en yakın yerden A takımının topu oyuna sokmasıyla devam edecektir. (b) A2, 2 serbest atış kullanacaktır. Oyun herhangi bir son serbest atıştan sonra olduğu gibi devam edecektir."
34,Madde 10 Topun statüsü,10-1,10-3,Örnek,"Madde 10 Topun statüsü | 10-1
Açıklama: Bir oyuncu atış halinde olduğunda ve savunma takımının bir oyuncusu şut girişimindeki oyuncunun devam eden hareketi başladıktan sonra herhangi bir rakibe bir faul yaptığında, atış halinde olan oyuncu devam eden hareketiyle şut girişimini tamamladığında top ölmez ve sayı olmuşsa geçerli sayılır. Bu açıklama, savunma takımının bir oyuncusuna veya takım sıra bölgesinde oturmaya izinli herhangi bir kişiye bir teknik faul verilmesinde de aynı şekilde geçerlidir.
Örnek 10-3: A2, B2’ye bir faul yaptığında A1 atış halindedir. A1, devam eden hareketiyle atışını tamamlar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top A takımına verilir (oyuna sokma),Top A takımında (A oyuna sokar),Top B takımında (B oyuna sokar),,A,Top A takımına verilir (oyuna sokma),,"A2’ye bir takım kontrolü faulü verildiğinde top ölür. Eğer A1'in şutu başarılı olursa, sayı geçerli sayılmayacaktır. A takımının bu çeyrekteki faul sayısına bakılmaksızın oyun, serbest atış çizgisi uzantısından B takımının topu oyuna sokmasıyla devam edecektir. Eğer A1’in şutu başarısız olursa oyun, doğrudan arkalığın arkası hariç faulün meydana geldiği en yakın yerden B takımının topu oyuna sokmasıyla devam edecektir."
35,Madde 12 Hava atışı ve pozisyon sırası,12-1,12-2,Örnek,"Madde 12 Hava atışı ve pozisyon sırası | 12-1
Açıklama: Oyunun başlangıcındaki hava atışından sonra canlı bir topun ilk takım kontrolünü sağlayamayan takıma, doğrudan arkalığın arkası hariç, bir sonraki hava atışı durumunun meydana geldiği en yakın yerden topu oyuna sokma hakkı verilecektir.
Örnek 12-2: Oyunun başlamasından iki dakika önce A1'e bir teknik faul verilir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"B takımının oyuna başlayacak olan 5 oyuncusundan birisi, kimse dizilmeden serbest atış kullanacaktır. Oyun henüz başlamadığından, pozisyon sırası okunun yönü h…",Yukarıdakilerin hiçbiri,,,A,"B takımının oyuna başlayacak olan 5 oyuncusundan birisi, kimse dizilmeden serbest atış kullanacaktır. Oyun henüz başlamadığından, pozisyon sırası okunun yönü h…",,"B takımının oyuna başlayacak olan 5 oyuncusundan birisi, kimse dizilmeden serbest atış kullanacaktır. Oyun henüz başlamadığından, pozisyon sırası okunun yönü herhangi bir takımı gösteremez. Oyun, bir hava atışı ile başlayacaktır."
36,Madde 12 Hava atışı ve pozisyon sırası,12-1,12-3,Örnek,"Madde 12 Hava atışı ve pozisyon sırası | 12-1
Açıklama: Oyunun başlangıcındaki hava atışından sonra canlı bir topun ilk takım kontrolünü sağlayamayan takıma, doğrudan arkalığın arkası hariç, bir sonraki hava atışı durumunun meydana geldiği en yakın yerden topu oyuna sokma hakkı verilecektir.
Örnek 12-3: Başhakem, başlama hava atışı için topu atar. Top en yüksek noktaya ulaşmadan önce hava atışına sıçrayan A1 topa temas eder.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top B takımına verilir (oyuna sokma),Top B takımında (B oyuna sokar),Top A takımında (A oyuna sokar),,A,Top B takımına verilir (oyuna sokma),,"Bu, A1 tarafından yapılan bir hava atışı ihlalidir. B takımına kendi ön sahasından, orta çizgiye en yakın yerinden topu oyuna sokma hakkı verilecektir. B takımının şut saatinde 14 saniyesi olacaktır. Top, B takımının topu oyuna sokacak olan oyuncusunun kullanımına verilir verilmez, A takımı bir sonraki pozisyon sırasına göre topu oyuna sokma hakkına sahip olacaktır."
37,Madde 12 Hava atışı ve pozisyon sırası,12-1,12-4,Örnek,"Madde 12 Hava atışı ve pozisyon sırası | 12-1
Açıklama: Oyunun başlangıcındaki hava atışından sonra canlı bir topun ilk takım kontrolünü sağlayamayan takıma, doğrudan arkalığın arkası hariç, bir sonraki hava atışı durumunun meydana geldiği en yakın yerden topu oyuna sokma hakkı verilecektir.
Örnek 12-4: Başhakem, başlama hava atışı için topu atar. Top en yüksek noktaya ulaşmadan önce hava atışına katılmayan A2; (a) geri sahasından (b) ön sahasından orta daireye girer.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top B takımına verilir (oyuna sokma),Top B takımında (B oyuna sokar),Top A takımında (A oyuna sokar),,A,Top B takımına verilir (oyuna sokma),,"Her iki durumda da A2 hava atışı ihlali yapmıştır. B takımına orta çizginin ihlalin olduğu en yakın yerinden topu oyuna sokma hakkı verilecektir. (a) ön sahasındaysa, şut saatinde 14 saniye ile (b) geri sahasındaysa, şut saatinde 24 saniye ile Top, B takımının topu oyuna sokacak olan oyuncusunun kullanımına verilir verilmez, A takımı bir sonraki pozisyon sırasına göre topu oyuna sokma hakkına sahip olacaktır."
38,Madde 12 Hava atışı ve pozisyon sırası,12-1,12-5,Örnek,"Madde 12 Hava atışı ve pozisyon sırası | 12-1
Açıklama: Oyunun başlangıcındaki hava atışından sonra canlı bir topun ilk takım kontrolünü sağlayamayan takıma, doğrudan arkalığın arkası hariç, bir sonraki hava atışı durumunun meydana geldiği en yakın yerden topu oyuna sokma hakkı verilecektir.
Örnek 12-5: Başhakem ,başlama hava atışı için topu atar. Top hava atışına sıçrayan A1 tarafından kurallara uygun olarak tiplendikten hemen sonra; (a) A2 ve B2 arasında bir tutulmuş top kararı verilir. (b) A2 ve B2 arasında bir çift faul meydana gelir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Tutulmuş top,Yukarıdakilerin hiçbiri,,,A,Tutulmuş top,,"Her iki durumda da canlı bir topun kontrolü henüz oluşmadığından hakemler pozisyon sırası prosedürünü kullanamazlar. Başhakem, orta dairede başka bir hava atışı yapacak ve buna A2 ile B2 katılacaktır. Topun kurallara uygun olarak tiplenmesinden sonra ve tutulmuş top/çift faul meydana gelmeden önce oyun saatinde geçen süre geçerli kalacaktır."
39,Madde 12 Hava atışı ve pozisyon sırası,12-1,12-6,Örnek,"Madde 12 Hava atışı ve pozisyon sırası | 12-1
Açıklama: Oyunun başlangıcındaki hava atışından sonra canlı bir topun ilk takım kontrolünü sağlayamayan takıma, doğrudan arkalığın arkası hariç, bir sonraki hava atışı durumunun meydana geldiği en yakın yerden topu oyuna sokma hakkı verilecektir.
Örnek 12-6: Başhakem ,başlama hava atışı için topu atar. Top hava atışına sıçrayan A1 tarafından kurallara uygun olarak tiplendikten hemen sonra top; (a) Doğrudan saha dışına gider. (b) Hava atışına çıkmayan oyunculardan birisi tarafından temas edilmeden ya da sahaya temas etmeden önce A1 tarafından tutulur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top B takımına verilir (oyuna sokma),Top B takımında (B oyuna sokar),Top A takımında (A oyuna sokar),,A,Top B takımına verilir (oyuna sokma),,"Her iki durumda da A1’in ihlali sonucunda B takımına topu oyuna sokma hakkı verilir. B takımı tarafından topun oyuna sokulması geri sahadan yönetilecekse, şut saatinde 24 saniyesi, ön sahadan yönetilecekse şut saatinde 14 saniyesi olacaktır. Top, B takımının topu oyuna sokacak olan oyuncusunun kullanımına verilir verilmez, A takımı bir sonraki pozisyon sırasına göre topu oyuna sokma hakkına sahip olacaktır."
